label,user_name_len,full_name_len,intro_len,external_url,is_joined_recently,is_private,is_verified,is_business_account,highlight_reel_count,following_count,followed_count,post_count,avg_comment,avg_like,avg_post_len,avg_#,avg_@,var_comment,var_like,var_post_len,var_#,var_@
0,7,3,5,0,0,0,0,0,0,462,59,5,0,0,0,0,0,0,0,0,0,0
0,12,11,33,0,0,1,0,0,0,495,85,5,0,0,0,0,0,0,0,0,0,0
0,9,10,19,0,0,0,0,0,0,544,85,5,0,1,11,0,0,0,1,414,0,0
0,7,8,87,0,0,0,0,0,0,489,46,4,0,1,0,0,0,0,1,0,0,0
0,11,2,8,0,0,1,0,0,0,505,65,5,0,0,0,0,0,0,0,0,0,0
0,13,9,51,0,0,0,0,0,0,564,87,4,0,1,4,0,0,0,3,9,0,0
0,13,3,0,0,0,1,0,0,0,502,86,5,0,0,0,0,0,0,0,0,0,0
0,8,6,15,0,0,1,0,0,0,568,63,4,0,0,0,0,0,0,0,0,0,0
0,9,9,122,0,0,1,0,0,0,451,83,4,0,0,0,0,0,0,0,0,0,0
0,12,6,7,0,0,1,0,0,0,451,79,4,0,0,0,0,0,0,0,0,0,0
0,12,10,43,0,0,1,0,0,0,549,50,4,0,0,0,0,0,0,0,0,0,0
0,16,12,9,0,0,1,0,0,0,531,60,5,0,0,0,0,0,0,0,0,0,0
0,7,3,28,0,0,0,0,0,0,384,21,5,0,0,43,0,0,0,0,1598,0,0
0,8,8,11,0,0,1,0,0,0,558,64,5,0,0,0,0,0,0,0,0,0,0
0,14,9,7,0,0,0,0,0,0,386,68,5,0,0,0,0,0,0,0,0,0,0
0,10,9,98,0,0,1,0,0,0,458,23,5,0,0,0,0,0,0,0,0,0,0
0,10,8,9,0,0,1,0,0,0,556,32,5,0,0,0,0,0,0,0,0,0,0
0,16,14,5,0,0,1,0,0,0,511,75,5,0,0,0,0,0,0,0,0,0,0
0,19,9,19,0,0,1,0,0,0,476,69,5,0,0,0,0,0,0,0,0,0,0
0,11,1,93,0,0,0,0,0,0,449,73,4,0,1,0,0,0,0,0,0,0,0
0,7,3,8,0,0,1,0,0,0,527,23,4,0,0,0,0,0,0,0,0,0,0
0,10,2,17,0,0,0,0,0,0,508,27,4,0,2,0,0,0,0,1,0,0,0
0,10,9,2,0,0,1,0,0,0,551,45,2,0,0,0,0,0,0,0,0,0,0
0,11,10,77,0,0,1,0,0,0,595,63,4,0,0,0,0,0,0,0,0,0,0
0,14,8,20,0,0,1,0,0,0,530,89,4,0,0,0,0,0,0,0,0,0,0
0,7,2,37,0,0,1,0,0,0,495,64,4,0,0,0,0,0,0,0,0,0,0
0,8,7,126,0,0,0,0,0,0,394,26,5,0,0,94,0,0,0,0,7550,0,0
0,14,12,44,0,0,1,0,0,0,556,117,5,0,0,0,0,0,0,0,0,0,0
0,13,2,11,0,0,1,0,0,0,496,86,5,0,0,0,0,0,0,0,0,0,0
0,10,2,0,0,0,1,0,0,0,559,33,3,0,0,0,0,0,0,0,0,0,0
0,10,3,108,0,0,1,0,0,0,507,103,5,0,0,0,0,0,0,0,0,0,0
0,12,9,13,0,0,0,0,0,0,462,31,4,0,1,6,0,0,0,0,89,0,0
0,10,13,33,0,0,1,0,0,0,545,56,5,0,0,0,0,0,0,0,0,0,0
0,8,9,17,0,0,1,0,0,0,531,19,3,0,0,0,0,0,0,0,0,0,0
0,8,2,7,0,0,1,0,0,0,541,73,4,0,0,0,0,0,0,0,0,0,0
0,12,9,39,0,0,1,0,0,0,556,74,4,0,0,0,0,0,0,0,0,0,0
0,13,11,21,0,0,1,0,0,0,450,74,5,0,0,0,0,0,0,0,0,0,0
0,16,10,48,0,0,1,0,0,0,546,72,5,0,0,0,0,0,0,0,0,0,0
0,9,2,8,0,0,1,0,0,0,547,67,4,0,0,0,0,0,0,0,0,0,0
0,11,7,46,0,0,0,0,0,0,507,16,4,0,0,23,0,0,0,0,610,0,0
0,8,8,0,0,0,1,0,0,0,529,38,2,0,0,0,0,0,0,0,0,0,0
0,11,7,17,0,0,1,0,0,0,545,44,5,0,0,0,0,0,0,0,0,0,0
0,7,8,95,0,0,0,0,0,0,392,14,5,0,0,67,0,0,0,0,1201,0,0
0,14,14,36,0,0,0,0,0,0,470,35,5,0,3,1,0,0,0,2,16,0,0
0,10,10,37,0,0,0,0,0,0,522,23,5,0,1,64,0,0,0,1,5154,0,0
0,17,11,53,0,0,0,0,0,0,509,24,4,0,1,0,0,0,0,1,1,0,0
0,17,3,2,0,0,1,0,0,0,219,32,4,0,0,0,0,0,0,0,0,0,0
0,13,15,37,0,0,0,0,0,0,494,29,4,0,0,0,0,0,0,1,0,0,0
0,15,13,17,0,0,1,0,0,0,485,14,4,0,0,0,0,0,0,0,0,0,0
0,15,5,104,0,0,1,0,0,0,533,77,4,0,0,0,0,0,0,0,0,0,0
0,14,7,47,0,0,1,0,0,0,534,35,5,0,0,0,0,0,0,0,0,0,0
0,13,9,35,0,0,1,0,0,0,542,58,4,0,0,0,0,0,0,0,0,0,0
0,12,2,32,0,0,1,0,0,0,531,53,1,0,0,0,0,0,0,0,0,0,0
0,10,8,9,0,0,1,0,0,0,558,69,5,0,0,0,0,0,0,0,0,0,0
0,11,6,6,0,0,1,0,0,0,191,35,4,0,0,0,0,0,0,0,0,0,0
0,9,10,6,0,0,0,0,0,0,538,59,4,0,2,0,0,0,0,1,0,0,0
0,10,6,20,0,0,1,0,0,0,457,17,4,0,0,0,0,0,0,0,0,0,0
0,8,7,23,0,0,0,0,0,0,541,19,5,0,0,18,0,0,0,0,319,0,0
0,11,9,32,0,0,1,0,0,0,584,72,4,0,0,0,0,0,0,0,0,0,0
0,10,2,11,0,0,1,0,0,0,525,77,4,0,0,0,0,0,0,0,0,0,0
0,11,2,29,0,0,1,0,0,0,607,71,5,0,0,0,0,0,0,0,0,0,0
0,10,1,86,0,0,1,0,0,0,572,72,3,0,0,0,0,0,0,0,0,0,0
0,10,1,11,0,0,1,0,0,0,444,27,2,0,0,0,0,0,0,0,0,0,0
0,15,11,9,0,0,0,0,0,0,594,64,5,0,0,0,0,0,0,0,0,0,0
0,14,9,1,0,0,1,0,0,0,550,75,4,0,0,0,0,0,0,0,0,0,0
0,13,9,4,0,0,1,0,0,0,541,39,5,0,0,0,0,0,0,0,0,0,0
0,17,9,6,0,0,1,0,0,0,539,79,2,0,0,0,0,0,0,0,0,0,0
0,10,7,58,0,0,0,0,0,0,601,77,4,0,1,0,0,0,0,2,0,0,0
0,10,11,4,0,0,1,0,0,0,438,125,2,0,0,0,0,0,0,0,0,0,0
0,8,6,20,0,0,1,0,0,0,565,63,4,0,0,0,0,0,0,0,0,0,0
0,8,2,6,0,0,0,0,0,0,453,72,4,0,1,0,0,0,0,0,0,0,0
0,11,7,29,0,0,1,0,0,0,572,61,5,0,0,0,0,0,0,0,0,0,0
0,9,9,12,0,0,1,0,0,0,566,85,4,0,0,0,0,0,0,0,0,0,0
0,8,2,15,0,0,1,0,0,0,480,34,5,0,0,0,0,0,0,0,0,0,0
0,14,11,70,0,0,1,0,0,0,347,29,5,0,0,0,0,0,0,0,0,0,0
0,10,8,95,0,0,1,0,0,0,475,35,4,0,0,0,0,0,0,0,0,0,0
0,13,9,5,0,0,1,0,0,0,483,25,3,0,0,0,0,0,0,0,0,0,0
0,15,11,44,0,0,1,0,0,0,544,54,4,0,0,0,0,0,0,0,0,0,0
0,10,9,7,0,0,1,0,0,0,586,78,5,0,0,0,0,0,0,0,0,0,0
0,6,2,22,0,0,1,0,0,0,454,68,5,0,0,0,0,0,0,0,0,0,0
0,13,11,14,0,0,0,0,0,0,579,75,4,0,2,43,0,0,0,2,1088,0,0
0,7,2,5,0,0,1,0,0,0,593,67,3,0,0,0,0,0,0,0,0,0,0
0,9,5,21,0,0,1,0,0,0,570,114,5,0,0,0,0,0,0,0,0,0,0
0,10,10,26,0,0,0,0,0,0,457,34,5,0,1,67,0,0,0,2,9616,0,0
0,10,9,6,0,0,0,0,0,0,436,38,5,0,1,59,0,0,0,0,5006,0,0
0,15,8,31,0,0,0,0,0,0,514,18,4,0,1,132,0,0,0,1,70490,0,0
0,9,11,18,0,0,1,0,0,0,541,35,4,0,0,0,0,0,0,0,0,0,0
0,15,9,34,0,0,1,0,0,0,473,93,4,0,0,0,0,0,0,0,0,0,0
0,11,9,33,0,0,1,0,0,0,514,27,3,0,0,0,0,0,0,0,0,0,0
0,12,9,3,0,0,1,0,0,0,541,36,4,0,0,0,0,0,0,0,0,0,0
0,11,2,25,0,0,1,0,0,0,481,23,2,0,0,0,0,0,0,0,0,0,0
0,8,2,14,0,0,1,0,0,0,453,67,3,0,0,0,0,0,0,0,0,0,0
0,10,2,46,0,0,1,0,0,0,467,31,4,0,0,0,0,0,0,0,0,0,0
0,9,2,0,0,0,0,0,0,0,450,23,4,0,3,0,0,0,0,2,0,0,0
0,14,8,64,0,0,1,0,0,0,583,62,4,0,0,0,0,0,0,0,0,0,0
0,9,11,20,0,0,1,0,0,0,503,11,3,0,0,0,0,0,0,0,0,0,0
0,10,9,145,0,0,1,0,0,0,582,70,4,0,0,0,0,0,0,0,0,0,0
0,10,7,22,0,0,1,0,0,0,495,21,2,0,0,0,0,0,0,0,0,0,0
0,15,14,55,0,0,0,0,0,0,476,62,5,0,0,61,0,0,0,0,15542,0,0
0,18,12,19,0,0,0,0,0,0,527,47,4,0,1,0,0,0,0,1,0,0,0
0,10,7,51,0,0,1,0,0,0,514,51,5,0,0,0,0,0,0,0,0,0,0
0,14,12,39,0,0,0,0,0,0,471,48,4,0,0,0,0,0,0,0,0,0,0
0,10,4,15,0,0,0,0,0,0,602,74,5,0,1,0,0,0,0,0,0,0,0
0,10,7,44,0,0,1,0,0,0,435,27,2,0,0,0,0,0,0,0,0,0,0
0,9,8,24,0,0,0,0,0,0,480,32,5,0,0,26,0,0,0,0,404,0,0
0,12,1,11,0,0,0,0,0,0,549,83,4,0,2,1,0,0,0,3,12,0,0
0,10,10,18,0,0,1,0,0,0,481,20,4,0,0,0,0,0,0,0,0,0,0
0,9,8,8,0,0,1,0,0,0,603,86,4,0,0,0,0,0,0,0,0,0,0
0,10,3,0,0,0,1,0,0,0,536,23,4,0,0,0,0,0,0,0,0,0,0
0,12,10,46,0,0,0,0,0,0,471,59,4,0,1,0,0,0,0,0,0,0,0
0,12,2,148,0,0,1,0,0,0,542,51,4,0,0,0,0,0,0,0,0,0,0
0,19,10,43,0,0,1,0,0,0,517,35,4,0,0,0,0,0,0,0,0,0,0
0,10,13,15,0,0,1,0,0,0,474,66,5,0,0,0,0,0,0,0,0,0,0
0,14,10,69,0,0,0,0,0,0,435,57,4,0,1,49,0,0,0,0,9092,0,0
0,8,5,40,0,0,1,0,0,0,536,43,1,0,0,0,0,0,0,0,0,0,0
0,11,6,12,0,0,0,0,0,0,461,45,4,0,1,0,0,0,0,1,0,0,0
0,11,8,11,0,0,1,0,0,0,457,18,5,0,0,0,0,0,0,0,0,0,0
0,7,9,0,0,0,1,0,0,0,496,18,4,0,0,0,0,0,0,0,0,0,0
0,11,7,54,0,0,1,0,0,0,464,110,5,0,0,0,0,0,0,0,0,0,0
0,8,9,0,0,0,1,0,0,0,541,30,3,0,0,0,0,0,0,0,0,0,0
0,9,9,9,0,0,0,0,0,0,370,51,4,0,1,0,0,0,0,0,0,0,0
0,13,3,73,0,0,1,0,0,0,531,46,4,0,0,0,0,0,0,0,0,0,0
0,8,8,17,0,0,1,0,0,0,521,31,4,0,0,0,0,0,0,0,0,0,0
0,10,10,52,0,0,1,0,0,0,524,35,4,0,0,0,0,0,0,0,0,0,0
0,10,2,48,0,0,1,0,0,0,527,44,3,0,0,0,0,0,0,0,0,0,0
0,9,2,54,0,0,1,0,0,0,538,52,4,0,0,0,0,0,0,0,0,0,0
0,8,2,40,0,0,1,0,0,0,578,83,4,0,0,0,0,0,0,0,0,0,0
0,14,12,36,0,0,1,0,0,0,529,66,4,0,0,0,0,0,0,0,0,0,0
0,12,9,43,0,0,1,0,0,0,480,19,3,0,0,0,0,0,0,0,0,0,0
0,11,2,52,0,0,0,0,0,0,594,78,5,0,2,0,0,0,0,3,0,0,0
0,12,9,19,0,0,0,0,0,0,463,21,4,0,0,0,0,0,0,0,0,0,0
0,15,14,8,0,0,0,0,0,0,354,18,4,0,0,0,0,0,0,0,0,0,0
0,7,9,40,0,0,0,0,0,0,492,27,4,0,0,0,0,0,0,0,0,0,0
0,13,8,79,0,0,0,0,0,0,481,31,5,0,0,8,0,0,0,0,387,0,0
0,10,2,49,0,0,0,0,0,0,598,79,4,0,0,11,0,0,0,0,27,0,0
0,10,6,76,0,0,1,0,0,0,504,29,3,0,0,0,0,0,0,0,0,0,0
0,12,2,118,0,0,1,0,0,0,503,14,5,0,0,0,0,0,0,0,0,0,0
0,7,7,29,0,0,1,0,0,0,69,15,5,0,0,0,0,0,0,0,0,0,0
0,7,10,50,0,0,0,0,0,0,520,20,5,0,1,0,0,0,0,2,0,0,0
0,16,9,84,0,0,1,0,0,0,499,103,2,0,0,0,0,0,0,0,0,0,0
0,9,1,78,0,0,1,0,0,0,490,152,4,0,0,0,0,0,0,0,0,0,0
0,9,8,34,0,0,1,0,0,0,587,54,5,0,0,0,0,0,0,0,0,0,0
0,8,3,42,0,0,1,0,0,0,544,74,4,0,0,0,0,0,0,0,0,0,0
0,9,6,8,0,0,1,0,0,0,67,20,4,0,0,0,0,0,0,0,0,0,0
0,12,10,4,0,0,1,0,0,0,95,39,5,0,0,0,0,0,0,0,0,0,0
0,6,4,18,0,0,1,0,0,0,581,72,5,0,0,0,0,0,0,0,0,0,0
0,8,9,29,0,0,1,0,0,0,70,14,5,0,0,0,0,0,0,0,0,0,0
0,11,2,8,0,0,0,0,0,0,609,85,4,0,0,35,0,0,0,0,1174,0,0
0,11,9,25,0,0,1,0,0,0,543,97,4,0,0,0,0,0,0,0,0,0,0
0,17,11,7,0,0,1,0,0,0,481,75,3,0,0,0,0,0,0,0,0,0,0
0,11,7,32,0,0,1,0,0,0,509,100,6,0,0,0,0,0,0,0,0,0,0
0,18,9,21,0,0,1,0,0,0,207,41,5,0,0,0,0,0,0,0,0,0,0
0,11,11,23,0,0,0,0,0,0,572,49,5,0,0,0,0,0,0,0,0,0,0
0,10,9,0,0,0,0,0,0,0,537,13,5,0,1,159,0,0,0,1,78054,0,0
0,14,10,7,0,0,1,0,0,0,519,79,4,0,0,0,0,0,0,0,0,0,0
0,13,11,27,0,0,1,0,0,0,523,103,5,0,0,0,0,0,0,0,0,0,0
0,17,17,7,0,0,1,0,0,0,444,127,4,0,0,0,0,0,0,0,0,0,0
0,11,1,9,0,0,1,0,0,0,362,84,5,0,0,0,0,0,0,0,0,0,0
0,16,9,107,0,0,1,0,0,0,543,99,3,0,0,0,0,0,0,0,0,0,0
0,8,6,21,0,0,1,0,0,0,513,79,5,0,0,0,0,0,0,0,0,0,0
0,11,2,29,0,0,0,0,0,0,523,71,4,0,0,12,0,0,0,0,123,0,0
0,10,10,33,0,0,0,0,0,0,519,22,4,0,2,49,0,0,0,0,4454,0,0
0,25,7,75,0,0,1,0,0,0,232,13,4,0,0,0,0,0,0,0,0,0,0
0,13,10,11,0,0,1,0,0,0,482,79,5,0,0,0,0,0,0,0,0,0,0
0,16,8,0,0,0,1,0,0,0,468,109,3,0,0,0,0,0,0,0,0,0,0
0,9,8,29,0,0,1,0,0,0,342,90,5,0,0,0,0,0,0,0,0,0,0
0,8,1,3,0,0,0,0,0,0,475,25,5,0,1,0,0,0,0,0,0,0,0
0,12,10,9,0,0,1,0,0,0,305,16,5,0,0,0,0,0,0,0,0,0,0
0,12,9,1,0,0,1,0,0,0,73,11,4,0,0,0,0,0,0,0,0,0,0
0,9,7,5,0,0,1,0,0,0,92,55,5,0,0,0,0,0,0,0,0,0,0
0,11,7,40,0,0,0,0,0,0,501,43,4,0,0,38,0,0,0,0,5929,0,0
0,11,10,15,0,0,1,0,0,0,74,14,5,0,0,0,0,0,0,0,0,0,0
0,9,6,43,0,0,1,0,0,0,497,69,5,0,0,0,0,0,0,0,0,0,0
0,9,7,28,0,0,0,0,0,0,588,57,5,0,1,0,0,0,0,2,0,0,0
0,9,9,2,0,0,1,0,0,0,74,15,5,0,0,0,0,0,0,0,0,0,0
0,10,9,42,0,0,1,0,0,0,521,33,4,0,0,0,0,0,0,0,0,0,0
0,10,2,42,0,0,1,0,0,0,567,107,5,0,0,0,0,0,0,0,0,0,0
0,7,1,55,0,0,1,0,0,0,304,76,4,0,0,0,0,0,0,0,0,0,0
0,11,9,65,0,0,0,0,0,0,502,45,4,0,0,24,0,0,0,0,0,0,0
0,11,7,19,0,0,1,0,0,0,622,62,4,0,0,0,0,0,0,0,0,0,0
0,15,14,7,0,0,1,0,0,0,561,34,3,0,0,0,0,0,0,0,0,0,0
0,7,12,53,0,0,1,0,0,0,546,62,1,0,0,0,0,0,0,0,0,0,0
0,13,10,13,0,0,1,0,0,0,548,111,4,0,0,0,0,0,0,0,0,0,0
0,10,2,91,0,0,1,0,0,0,520,27,4,0,0,0,0,0,0,0,0,0,0
0,11,3,10,0,0,1,0,0,0,615,97,4,0,0,0,0,0,0,0,0,0,0
0,13,3,48,0,0,1,0,0,0,92,41,4,0,0,0,0,0,0,0,0,0,0
0,12,9,64,0,0,1,0,0,0,524,101,4,0,0,0,0,0,0,0,0,0,0
0,9,10,1,0,0,1,0,0,0,297,23,4,0,0,0,0,0,0,0,0,0,0
0,11,7,39,0,0,1,0,0,0,299,24,1,0,0,0,0,0,0,0,0,0,0
0,18,8,20,0,0,1,0,0,0,546,77,4,0,0,0,0,0,0,0,0,0,0
0,22,12,22,0,0,1,0,0,0,555,118,3,0,0,0,0,0,0,0,0,0,0
0,19,13,39,0,0,1,0,0,0,241,12,4,0,0,0,0,0,0,0,0,0,0
0,9,9,26,0,0,0,0,0,0,532,28,5,0,0,0,0,0,0,0,0,0,0
0,11,3,13,0,0,0,0,0,0,500,27,5,0,0,41,0,0,0,0,334,0,0
0,13,10,21,0,0,0,0,0,0,496,21,4,0,0,46,0,0,0,0,675,0,0
0,13,10,16,0,0,1,0,0,0,72,11,2,0,0,0,0,0,0,0,0,0,0
0,13,2,21,0,0,1,0,0,0,518,58,4,0,0,0,0,0,0,0,0,0,0
0,17,9,16,0,0,1,0,0,0,469,91,3,0,0,0,0,0,0,0,0,0,0
0,10,8,12,0,0,0,0,0,0,569,77,5,0,2,0,0,0,0,4,0,0,0
0,9,2,8,0,0,0,0,0,0,541,38,5,0,0,0,0,0,0,0,0,0,0
0,14,3,4,0,0,1,0,0,0,587,43,5,0,0,0,0,0,0,0,0,0,0
0,11,2,6,0,0,1,0,0,0,613,90,4,0,0,0,0,0,0,0,0,0,0
0,11,2,48,0,0,1,0,0,0,94,25,4,0,0,0,0,0,0,0,0,0,0
0,13,10,46,0,0,1,0,0,0,348,94,4,0,0,0,0,0,0,0,0,0,0
0,9,10,54,0,0,1,0,0,0,549,50,4,0,0,0,0,0,0,0,0,0,0
0,6,10,84,0,0,0,0,0,0,493,23,8,0,0,18,0,0,0,0,75,0,0
0,13,3,24,0,0,1,0,0,0,564,86,5,0,0,0,0,0,0,0,0,0,0
0,8,8,56,0,0,0,0,0,0,474,110,4,0,0,13,0,0,0,0,37,0,0
0,9,2,37,0,0,1,0,0,0,60,9,5,0,0,0,0,0,0,0,0,0,0
0,11,10,6,0,0,1,0,0,0,583,69,5,0,0,0,0,0,0,0,0,0,0
0,10,2,7,0,0,1,0,0,0,218,42,5,0,0,0,0,0,0,0,0,0,0
0,9,2,4,0,0,1,0,0,0,559,111,5,0,0,0,0,0,0,0,0,0,0
0,13,11,136,0,0,0,0,0,0,520,20,5,0,1,72,0,0,0,0,1575,0,0
0,10,3,2,0,0,1,0,0,0,304,26,5,0,0,0,0,0,0,0,0,0,0
0,13,9,11,0,0,1,0,0,0,502,100,2,0,0,0,0,0,0,0,0,0,0
0,11,8,16,0,0,0,0,0,0,504,26,4,0,1,18,0,0,0,0,158,0,0
0,10,3,67,0,0,0,0,0,0,516,30,4,0,0,25,0,0,0,0,205,0,0
0,8,7,12,0,0,1,0,0,0,75,12,4,0,0,0,0,0,0,0,0,0,0
0,10,9,94,0,0,0,0,0,0,528,19,5,0,0,24,0,0,0,0,223,0,0
0,20,8,0,0,0,0,0,0,0,530,30,5,0,2,15,0,0,0,0,107,0,0
0,9,7,56,0,0,1,0,0,0,524,68,5,0,0,0,0,0,0,0,0,0,0
0,7,6,38,0,0,1,0,0,0,81,45,5,0,0,0,0,0,0,0,0,0,0
0,12,9,61,0,0,1,0,0,0,514,70,4,0,0,0,0,0,0,0,0,0,0
0,13,11,50,0,0,1,0,0,0,609,52,4,0,0,0,0,0,0,0,0,0,0
0,11,2,49,0,0,1,0,0,0,321,12,4,0,0,0,0,0,0,0,0,0,0
0,10,2,5,0,0,1,0,0,0,462,73,4,0,0,0,0,0,0,0,0,0,0
0,15,7,33,0,0,1,0,0,0,518,74,4,0,0,0,0,0,0,0,0,0,0
0,8,12,79,0,0,1,0,0,0,96,34,3,0,0,0,0,0,0,0,0,0,0
0,9,3,47,0,0,0,0,0,0,536,35,5,0,0,19,0,0,0,0,222,0,0
0,10,2,5,0,0,1,0,0,0,528,78,5,0,0,0,0,0,0,0,0,0,0
0,11,9,14,0,0,1,0,0,0,496,74,5,0,0,0,0,0,0,0,0,0,0
0,8,8,10,0,0,1,0,0,0,93,49,5,0,0,0,0,0,0,0,0,0,0
0,12,15,31,0,0,1,0,0,0,73,14,4,0,0,0,0,0,0,0,0,0,0
0,15,9,12,0,0,1,0,0,0,602,46,3,0,0,0,0,0,0,0,0,0,0
0,11,3,22,0,0,1,0,0,0,299,146,5,0,0,0,0,0,0,0,0,0,0
0,9,3,108,0,0,1,0,0,0,530,129,4,0,0,0,0,0,0,0,0,0,0
0,14,2,11,0,0,1,0,0,0,509,93,4,0,0,0,0,0,0,0,0,0,0
0,8,1,74,0,0,1,0,0,0,72,8,4,0,0,0,0,0,0,0,0,0,0
0,20,13,50,0,0,0,0,0,0,506,25,5,0,1,45,0,0,0,1,918,0,0
0,12,11,0,0,0,1,0,0,0,483,98,4,0,0,0,0,0,0,0,0,0,0
0,8,1,17,0,0,0,0,0,0,526,25,5,0,0,2,0,0,0,0,13,0,0
0,17,6,39,0,0,1,0,0,0,509,103,4,0,0,0,0,0,0,0,0,0,0
0,10,9,26,0,0,0,0,0,0,514,16,5,0,0,12,0,0,0,0,819,0,0
0,20,13,7,0,0,1,0,0,0,538,119,5,0,0,0,0,0,0,0,0,0,0
0,9,11,31,0,0,1,0,0,0,74,11,3,0,0,0,0,0,0,0,0,0,0
0,10,11,14,0,0,1,0,0,0,513,43,3,0,0,0,0,0,0,0,0,0,0
0,7,9,12,0,0,1,0,0,0,502,12,5,0,0,0,0,0,0,0,0,0,0
0,11,10,134,0,0,0,0,0,0,524,18,4,0,0,18,0,0,0,1,429,0,0
0,8,12,25,0,0,1,0,0,0,97,45,6,0,0,0,0,0,0,0,0,0,0
