label,counter,user_id,user_name_len,full_name_len,intro_len,external_url,is_joined_recently,is_private,is_verified,is_business_account,highlight_reel_count,following_count,followed_count,post_count,avg_comment,avg_like,avg_post_len,avg_#,avg_@,var_comment,var_like,var_post_len,var_#,var_@
1,74,3257578187,19,3,140,1,0,0,0,1,4,2629,32086,1776,1.814814815,583.9722222,378.7962963,24.12962963,0.009259259,12.69435791,186844.3637,5144.81793,0.207338179,0.009259259
1,75,2644011145,7,13,65,0,0,0,0,1,2,458,3060,373,3.351851852,299.9814815,320.5462963,20.97222222,0.435185185,105.389062,64883.6819,16171.22214,97.50389408,0.378937349
1,76,4388568809,10,11,0,0,0,1,0,0,0,116,56,21,0,0,0,0,0,0,0,0,0,0
1,77,26525066949,11,11,112,1,0,0,0,1,15,55,8905,151,8.5,472.8796296,359.8240741,8.555555556,0.333333333,57.80373832,147901.9386,37822.14633,139.4454829,0.803738318
1,78,1441507354,12,26,149,1,0,0,0,1,26,509,52514,620,53.71296296,2095.296296,564.6018519,28.44444444,0.018518519,1786.412167,1011082.753,5205.269903,10.0623053,0.018345448
0,0,-2147483648,9,1,5,0,0,0,0,0,0,521,40,4,0,1,169,0,0,0,3,17788,0,0
0,1,-2147483648,19,19,0,0,0,1,0,0,0,448,102,4,0,0,0,0,0,0,0,0,0,0
0,2,-2147483648,8,3,33,0,0,1,0,0,0,517,34,1,0,0,0,0,0,0,0,0,0,0
0,3,-2147483648,11,9,7,0,0,1,0,0,0,90,28,5,0,0,0,0,0,0,0,0,0,0
0,4,-2147483648,13,10,8,0,0,1,0,0,0,451,59,5,0,0,0,0,0,0,0,0,0,0
0,5,-2147483648,12,8,8,0,0,1,0,0,0,496,25,4,0,0,0,0,0,0,0,0,0,0
0,6,-2147483648,11,9,12,0,0,0,0,0,0,481,51,5,0,3,0,0,0,0,5,0,0,0
0,7,-2147483648,10,2,33,0,0,0,0,0,0,521,22,5,0,0,2,0,0,0,0,39,0,0
0,8,-2147483648,10,2,19,0,0,0,0,0,0,436,33,5,0,0,51,0,0,0,1,2910,0,0
0,9,-2147483648,12,10,22,0,0,1,0,0,0,534,62,4,0,0,0,0,0,0,0,0,0,0
