label,counter,user_id,user_name_len,full_name_len,intro_len,external_url,is_joined_recently,is_private,is_verified,is_business_account,highlight_reel_count,following_count,followed_count,post_count,avg_comment,avg_like,avg_post_len,avg_#,avg_@,var_comment,var_like,var_post_len,var_#,var_@
0,718,-2147483648,12,6,26,0,0,0,0,0,0,496,18,4,0,0,0,0,0,0,0,0,0,0
0,719,-2147483648,20,12,72,0,0,0,0,0,0,495,22,5,0,1,79,0,0,0,1,790,0,0
0,720,-2147483648,11,7,6,0,0,0,0,0,0,495,25,4,0,0,9,0,0,0,0,104,0,0
0,721,-2147483648,9,11,17,0,0,0,0,0,0,557,25,4,0,0,12,0,0,0,0,204,0,0
0,722,-2147483648,10,11,36,0,0,1,0,0,0,493,90,5,0,0,0,0,0,0,0,0,0,0
0,723,-2147483648,9,7,13,0,0,1,0,0,0,517,88,5,0,0,0,0,0,0,0,0,0,0
0,724,-2147483648,12,9,49,0,0,1,0,0,0,209,39,3,0,0,0,0,0,0,0,0,0,0
0,725,-2147483648,13,9,4,0,0,1,0,0,0,304,20,4,0,0,0,0,0,0,0,0,0,0
0,726,-2147483648,7,10,77,0,0,1,0,0,0,325,72,4,0,0,0,0,0,0,0,0,0,0
0,727,-2147483648,15,10,9,0,0,1,0,0,0,470,107,5,0,0,0,0,0,0,0,0,0,0
0,728,-2147483648,8,5,69,0,0,1,0,0,0,73,15,3,0,0,0,0,0,0,0,0,0,0
0,729,-2147483648,16,11,32,0,0,1,0,0,0,530,106,4,0,0,0,0,0,0,0,0,0,0
0,730,-2147483648,8,6,8,0,0,1,0,0,0,520,87,2,0,0,0,0,0,0,0,0,0,0
0,731,-2147483648,16,12,85,0,0,1,0,0,0,545,107,5,0,0,0,0,0,0,0,0,0,0
0,732,-2147483648,10,3,45,0,0,1,0,0,0,601,74,4,0,0,0,0,0,0,0,0,0,0
0,733,-2147483648,13,7,74,0,0,0,0,0,0,510,22,4,0,0,8,0,0,0,0,106,0,0
